sentiment_simple,risk_bucket,trade_count,avg_pnl,win_rate
fear,low,30747,0.8756371906852701,0.4140566559339123
fear,medium,35523,5.322946645553586,0.3953776426540551
fear,high,34788,18.735583004024374,0.43034954582039786
fear,very_high,32813,177.73874618712097,0.4214488160180416
greed,low,13536,5.883211701684397,0.522901891252955
greed,medium,8755,20.26292796082239,0.4622501427755568
greed,high,9492,42.77611209892541,0.4418457648546144
greed,very_high,11468,235.74416491245202,0.3745204046041158
